design_id,design_group,method,order,taps,ap_target_db,stop_weight,weight_scale,ap_db,ast_db,coeff_csv
baseline_taps100__firpm__w57.564__ap0.050,baseline_taps100,firpm,99,100,0.05,57.5644683661134,2,2.63183186261604,51.4564422227421,"-0.00217757750867301125,-0.00176515958863481199,-0.00118684348223167119,0.000787904677447191738,0.00425125262359389144,0.00876732814457836969,0.0133715379232165164,0.0167669639144322931,0.0177459459246841061,0.0156306991231662529,0.0106326129461218628,0.00391409541759421553,-0.00268733506582432332,-0.00723118699992864478,-0.00836612177223863829,-0.00586772280408594422,-0.00080966564364714274,0.00475895978834012159,0.00853839897943449791,0.00886315387101057825,0.00540670610323473484,-0.000601347425562195632,-0.00677141988658881526,-0.0104659477716606206,-0.0098873575688837121,-0.00491115416820017258,0.00270929269287645096,0.00991236022271841863,0.0135047776878507546,0.0115176003695370184,0.00418302344381003572,-0.00591513224697938576,-0.0146741481788928534,-0.0180480336708773378,-0.0137900313357671254,-0.00265917448117258728,0.0114787479007677287,0.022831403731199934,0.0258283412751020847,0.0174982196519239824,-0.000835667596692957204,-0.0232833629842003967,-0.0408191280571118253,-0.0440731266846222589,-0.0266122213845832768,0.0124208784457889368,0.0672947070724486812,0.126777775315247504,0.177101047251001592,0.205902934396284376,0.205902934396284376,0.177101047251001592,0.126777775315247504,0.0672947070724486812,0.0124208784457889368,-0.0266122213845832768,-0.0440731266846222589,-0.0408191280571118253,-0.0232833629842003967,-0.000835667596692957204,0.0174982196519239824,0.0258283412751020847,0.022831403731199934,0.0114787479007677287,-0.00265917448117258728,-0.0137900313357671254,-0.0180480336708773378,-0.0146741481788928534,-0.00591513224697938576,0.00418302344381003572,0.0115176003695370184,0.0135047776878507546,0.00991236022271841863,0.00270929269287645096,-0.00491115416820017258,-0.0098873575688837121,-0.0104659477716606206,-0.00677141988658881526,-0.000601347425562195632,0.00540670610323473484,0.00886315387101057825,0.00853839897943449791,0.00475895978834012159,-0.00080966564364714274,-0.00586772280408594422,-0.00836612177223863829,-0.00723118699992864478,-0.00268733506582432332,0.00391409541759421553,0.0106326129461218628,0.0156306991231662529,0.0177459459246841061,0.0167669639144322931,0.0133715379232165164,0.00876732814457836969,0.00425125262359389144,0.000787904677447191738,-0.00118684348223167119,-0.00176515958863481199,-0.00217757750867301125"
baseline_taps100__firpm__w115.129__ap0.050,baseline_taps100,firpm,99,100,0.05,115.128936732227,4,3.43562211821583,55.3738359761241,"-0.00081099347099827866,0.000704983558867128962,0.00268472507448276132,0.00605342614131484415,0.0105052102385096886,0.0152558789745141747,0.0191323564545357178,0.0208721432714399566,0.0195462822180668336,0.0149576746635749439,0.00785955205767983021,-0.000126532356389106974,-0.00693136584700609036,-0.0106855350216257944,-0.0103712862263802205,-0.00626505789475557961,7.24857382647644882e-05,0.00626124819670659163,0.00992909932667001421,0.00959422456685190064,0.00527978260613116892,-0.00140973726135966773,-0.00782935816847700992,-0.0112899153441292765,-0.0101463820000566984,-0.00455080967851298479,0.00346668491827959672,0.0106842228968005003,0.0139248424596807238,0.0113971334857049609,0.00358524250558524878,-0.0067122174225745625,-0.015309033957469095,-0.0182383125149354411,-0.0134572840986721953,-0.00195962904378257571,0.0122262215861006183,0.0232895598774780568,0.0257916814449591497,0.0169830765265587755,-0.00159917972142850726,-0.0239557421736238431,-0.0411011350797176669,-0.0438391224020796763,-0.0259644763477617085,0.0131973080230593995,0.0678586111057442737,0.126882733752972515,0.176704218430403598,0.205183863184773108,0.205183863184773108,0.176704218430403598,0.126882733752972515,0.0678586111057442737,0.0131973080230593995,-0.0259644763477617085,-0.0438391224020796763,-0.0411011350797176669,-0.0239557421736238431,-0.00159917972142850726,0.0169830765265587755,0.0257916814449591497,0.0232895598774780568,0.0122262215861006183,-0.00195962904378257571,-0.0134572840986721953,-0.0182383125149354411,-0.015309033957469095,-0.0067122174225745625,0.00358524250558524878,0.0113971334857049609,0.0139248424596807238,0.0106842228968005003,0.00346668491827959672,-0.00455080967851298479,-0.0101463820000566984,-0.0112899153441292765,-0.00782935816847700992,-0.00140973726135966773,0.00527978260613116892,0.00959422456685190064,0.00992909932667001421,0.00626124819670659163,7.24857382647644882e-05,-0.00626505789475557961,-0.0103712862263802205,-0.0106855350216257944,-0.00693136584700609036,-0.000126532356389106974,0.00785955205767983021,0.0149576746635749439,0.0195462822180668336,0.0208721432714399566,0.0191323564545357178,0.0152558789745141747,0.0105052102385096886,0.00605342614131484415,0.00268472507448276132,0.000704983558867128962,-0.00081099347099827866"
baseline_taps100__firpm__w230.258__ap0.050,baseline_taps100,firpm,99,100,0.05,230.257873464454,8,4.21708726051327,59.6659317726576,"0.000566955876182559512,0.00301471499050430265,0.00597578353379127,0.0105706890887590412,0.0157086775532568473,0.0205077190401140065,0.0236224966224783776,0.0238773595002541583,0.020613844014806669,0.0140568176011878522,0.00541299189057487407,-0.00335081299543116967,-0.0100315081133269673,-0.0128788341354220872,-0.01121790693141499,-0.00576813724181666956,0.00150110662543741008,0.00797388109712334099,0.011275237695929332,0.0101427468167315862,0.0049470407847823257,-0.00236814837405893144,-0.0089491057325085787,-0.0120943579976563222,-0.010334280191360604,-0.00410009022375756177,0.00431444376539331757,0.0115409417331379886,0.0144279925118251731,0.0113587966150287458,0.00306108757570274122,-0.0074617119117787057,-0.0159398686944025106,-0.0184763313441722032,-0.0132131198919089102,-0.00136006132395446403,0.0129014237546697021,0.0237363968055482218,0.0258168287068061553,0.0165870768702333742,-0.00222598773656984463,-0.0245221859182302229,-0.0413468923747205216,-0.0436503853327368449,-0.0254259121755897981,0.0138443449961430445,0.0683205245798738925,0.126948489268304987,0.176335968349688593,0.204537394968946906,0.204537394968946906,0.176335968349688593,0.126948489268304987,0.0683205245798738925,0.0138443449961430445,-0.0254259121755897981,-0.0436503853327368449,-0.0413468923747205216,-0.0245221859182302229,-0.00222598773656984463,0.0165870768702333742,0.0258168287068061553,0.0237363968055482218,0.0129014237546697021,-0.00136006132395446403,-0.0132131198919089102,-0.0184763313441722032,-0.0159398686944025106,-0.0074617119117787057,0.00306108757570274122,0.0113587966150287458,0.0144279925118251731,0.0115409417331379886,0.00431444376539331757,-0.00410009022375756177,-0.010334280191360604,-0.0120943579976563222,-0.0089491057325085787,-0.00236814837405893144,0.0049470407847823257,0.0101427468167315862,0.011275237695929332,0.00797388109712334099,0.00150110662543741008,-0.00576813724181666956,-0.01121790693141499,-0.0128788341354220872,-0.0100315081133269673,-0.00335081299543116967,0.00541299189057487407,0.0140568176011878522,0.020613844014806669,0.0238773595002541583,0.0236224966224783776,0.0205077190401140065,0.0157086775532568473,0.0105706890887590412,0.00597578353379127,0.00301471499050430265,0.000566955876182559512"
baseline_taps100__firpm__w460.516__ap0.050,baseline_taps100,firpm,99,100,0.05,460.515746928907,16,5.37140026573232,63.640040609217,"0.00116745100306271578,0.00269886672034025778,0.00504749720243907306,0.00775612752051737034,0.0100888557545448301,0.011054067154238921,0.00966272360477418366,0.00528589137348884318,-0.00201326514934542684,-0.0112910084042275871,-0.020806459095739957,-0.0283967395947783904,-0.0320770666760063217,-0.0306958699968191556,-0.0244096722611129788,-0.0147884639949821262,-0.00445398142647379473,0.00368302427202858674,0.00735918096641321323,0.00575205310266632339,-0.000170323204301473094,-0.00791298591687398037,-0.0142911004232671099,-0.0165735406406140179,-0.0135295519669336936,-0.00597742619125727574,0.00341644071321613868,0.0110691554872860195,0.0138401846901063247,0.0103218764659119035,0.00155010401702094028,-0.00919673560637689416,-0.0175158755927447632,-0.019559380442590972,-0.0136656524161221701,-0.00129234225496875589,0.0131917546487139645,0.0239008906332094199,0.025608756920642281,0.0159619405252069205,-0.00310383485569322741,-0.0253634102172851025,-0.0418747905684774269,-0.0437267544902573829,-0.0251095859400692345,0.0143257479521900471,0.0686800615003576032,0.126967190998655111,0.175963538992043922,0.203908560022512703,0.203908560022512703,0.175963538992043922,0.126967190998655111,0.0686800615003576032,0.0143257479521900471,-0.0251095859400692345,-0.0437267544902573829,-0.0418747905684774269,-0.0253634102172851025,-0.00310383485569322741,0.0159619405252069205,0.025608756920642281,0.0239008906332094199,0.0131917546487139645,-0.00129234225496875589,-0.0136656524161221701,-0.019559380442590972,-0.0175158755927447632,-0.00919673560637689416,0.00155010401702094028,0.0103218764659119035,0.0138401846901063247,0.0110691554872860195,0.00341644071321613868,-0.00597742619125727574,-0.0135295519669336936,-0.0165735406406140179,-0.0142911004232671099,-0.00791298591687398037,-0.000170323204301473094,0.00575205310266632339,0.00735918096641321323,0.00368302427202858674,-0.00445398142647379473,-0.0147884639949821262,-0.0244096722611129788,-0.0306958699968191556,-0.0320770666760063217,-0.0283967395947783904,-0.020806459095739957,-0.0112910084042275871,-0.00201326514934542684,0.00528589137348884318,0.00966272360477418366,0.011054067154238921,0.0100888557545448301,0.00775612752051737034,0.00504749720243907306,0.00269886672034025778,0.00116745100306271578"
baseline_taps100__firpm__w14.391__ap0.100,baseline_taps100,firpm,99,100,0.1,14.3909978740548,0.25,1.42030305452056,44.8883675098289,"-0.00137338699258783754,-0.00703643260761124909,-0.0076219875230110843,-0.0100412579283666002,-0.0101633963664235685,-0.00838484084679189806,-0.004761702550345491,-0.000276092522488295602,0.00372676409317219308,0.00592941199401747498,0.00558049521214454367,0.00283860001820520919,-0.00120641494573653254,-0.00488997905819951902,-0.00661198658931484544,-0.00550436332717365966,-0.0018554244595670598,0.00292552641806186542,0.00681857444310551408,0.00801940302123039725,0.00573918217677119556,0.000656126222141876006,-0.0052427347039076819,-0.00940759335131017942,-0.00979537179031319399,-0.00581877832258453128,0.00123206165221098705,0.00855200512984695405,0.0128881586012854002,0.0119316025689152685,0.00544696503103378644,-0.00437066430825786695,-0.0135502832442315028,-0.0178591922893114631,-0.0146356751010747101,-0.0041766427249435396,0.00995938926605580317,0.0219862613488295763,0.0260425068707093033,0.0186934069614561778,0.000829378811346401061,-0.0218760705594448976,-0.0402828021845074297,-0.0446523246311718025,-0.0280599507067749027,0.0107289275310619991,0.0660946555488198667,0.126591803955401677,0.178013413611424753,0.207515667316282376,0.207515667316282376,0.178013413611424753,0.126591803955401677,0.0660946555488198667,0.0107289275310619991,-0.0280599507067749027,-0.0446523246311718025,-0.0402828021845074297,-0.0218760705594448976,0.000829378811346401061,0.0186934069614561778,0.0260425068707093033,0.0219862613488295763,0.00995938926605580317,-0.0041766427249435396,-0.0146356751010747101,-0.0178591922893114631,-0.0135502832442315028,-0.00437066430825786695,0.00544696503103378644,0.0119316025689152685,0.0128881586012854002,0.00855200512984695405,0.00123206165221098705,-0.00581877832258453128,-0.00979537179031319399,-0.00940759335131017942,-0.0052427347039076819,0.000656126222141876006,0.00573918217677119556,0.00801940302123039725,0.00681857444310551408,0.00292552641806186542,-0.0018554244595670598,-0.00550436332717365966,-0.00661198658931484544,-0.00488997905819951902,-0.00120641494573653254,0.00283860001820520919,0.00558049521214454367,0.00592941199401747498,0.00372676409317219308,-0.000276092522488295602,-0.004761702550345491,-0.00838484084679189806,-0.0101633963664235685,-0.0100412579283666002,-0.0076219875230110843,-0.00703643260761124909,-0.00137338699258783754"
baseline_taps100__firpm__w28.782__ap0.100,baseline_taps100,firpm,99,100,0.1,28.7819957481096,0.5,1.90031109916791,48.3598233796646,"-0.00382701488763248889,-0.0047816747626337041,-0.00613652941380579513,-0.00618624409119335108,-0.00437989283855323014,-0.000704829892884987434,0.00420229588763837078,0.00913728860401757936,0.0126731282189294844,0.0136608280286734298,0.011695327577835913,0.00735373507494516132,0.00208165162266854597,-0.0022742041877797034,-0.00414376777921660489,-0.00286835159528825347,0.000975818640851301646,0.00573074046950997409,0.00926728256398034501,0.009841467782824357,0.00686209236703611437,0.00123872063271699404,-0.00487839580847277809,-0.00891510539692047174,-0.00895062453083500346,-0.00461729289967608043,0.00258128900607166711,0.0097281851346097091,0.0136104235096228508,0.0120867005916702585,0.00514604451491159232,-0.0048320896723268985,-0.0138198853458527914,-0.0176851465484427067,-0.013975140865669651,-0.00321470374062556756,0.0108870275234440282,0.0225471401796388873,0.0260518771202236099,0.0181970591907980941,8.75793550571225474e-05,-0.0224945904624587398,-0.0404726528314945794,-0.0442896724632634922,-0.0272704152716697415,0.0116333582158629489,0.0667454966915206616,0.126729736906636581,0.177596866218320659,0.206747030602661419,0.206747030602661419,0.177596866218320659,0.126729736906636581,0.0667454966915206616,0.0116333582158629489,-0.0272704152716697415,-0.0442896724632634922,-0.0404726528314945794,-0.0224945904624587398,8.75793550571225474e-05,0.0181970591907980941,0.0260518771202236099,0.0225471401796388873,0.0108870275234440282,-0.00321470374062556756,-0.013975140865669651,-0.0176851465484427067,-0.0138198853458527914,-0.0048320896723268985,0.00514604451491159232,0.0120867005916702585,0.0136104235096228508,0.0097281851346097091,0.00258128900607166711,-0.00461729289967608043,-0.00895062453083500346,-0.00891510539692047174,-0.00487839580847277809,0.00123872063271699404,0.00686209236703611437,0.009841467782824357,0.00926728256398034501,0.00573074046950997409,0.000975818640851301646,-0.00286835159528825347,-0.00414376777921660489,-0.0022742041877797034,0.00208165162266854597,0.00735373507494516132,0.011695327577835913,0.0136608280286734298,0.0126731282189294844,0.00913728860401757936,0.00420229588763837078,-0.000704829892884987434,-0.00437989283855323014,-0.00618624409119335108,-0.00613652941380579513,-0.0047816747626337041,-0.00382701488763248889"
baseline_taps100__firpm__w57.564__ap0.100,baseline_taps100,firpm,99,100,0.1,57.5639914962191,1,2.63182219171454,51.4563992669883,"-0.00217759494469574582,-0.0017651912042621952,-0.00118689427274234409,0.000787834585437185118,0.00425116813298902826,0.00876723875113595216,0.0133714562145588259,0.0167669024248330266,0.0177459140270915632,0.015630700397021538,0.010632643846541296,0.00391414629369084797,-0.00268727738644295149,-0.00723113538104044537,-0.00836608548034688086,-0.00586770531020583061,-0.000809664331780482515,0.0047589518789613065,0.0085383901998170586,0.00886315067011368349,0.00540671105444961216,-0.000601336035508137504,-0.00677140672663472699,-0.0104659381830720967,-0.00988735520808316573,-0.00491115939159823649,0.00270928277338801371,0.0099123503473696143,0.0135047721852397315,0.0115176013199462107,0.0041830298845948119,-0.00591512382540936368,-0.0146741421940027109,-0.018048033500547761,-0.0137900376761258339,-0.00265918502196989216,0.0114787375061663286,0.0228313979501246836,0.0258283427395694931,0.0174982280643840304,-0.000835655401871693293,-0.0232833516407002922,-0.0408191217394868883,-0.0440731273391451808,-0.0266122280269374886,0.0124208691485334245,0.0672946993161377405,0.126777772279248885,0.177101049775370389,0.205902940589138717,0.205902940589138717,0.177101049775370389,0.126777772279248885,0.0672946993161377405,0.0124208691485334245,-0.0266122280269374886,-0.0440731273391451808,-0.0408191217394868883,-0.0232833516407002922,-0.000835655401871693293,0.0174982280643840304,0.0258283427395694931,0.0228313979501246836,0.0114787375061663286,-0.00265918502196989216,-0.0137900376761258339,-0.018048033500547761,-0.0146741421940027109,-0.00591512382540936368,0.0041830298845948119,0.0115176013199462107,0.0135047721852397315,0.0099123503473696143,0.00270928277338801371,-0.00491115939159823649,-0.00988735520808316573,-0.0104659381830720967,-0.00677140672663472699,-0.000601336035508137504,0.00540671105444961216,0.00886315067011368349,0.0085383901998170586,0.0047589518789613065,-0.000809664331780482515,-0.00586770531020583061,-0.00836608548034688086,-0.00723113538104044537,-0.00268727738644295149,0.00391414629369084797,0.010632643846541296,0.015630700397021538,0.0177459140270915632,0.0167669024248330266,0.0133714562145588259,0.00876723875113595216,0.00425116813298902826,0.000787834585437185118,-0.00118689427274234409,-0.0017651912042621952,-0.00217759494469574582"
baseline_taps100__firpm__w115.128__ap0.100,baseline_taps100,firpm,99,100,0.1,115.127982992438,2,3.43561265041453,55.3737908424026,"-0.000811008932719841681,0.000704955774016264441,0.00268468306234308576,0.00605336942052002447,0.0105051434229303312,0.0152558105615107874,0.0191322968029594351,0.0208721018183703824,0.0195462652672199269,0.0149576836385855744,0.00785958219187102639,-0.000126490753063189651,-0.00693132401125853576,-0.0106855032332132515,-0.0103712709040818078,-0.00626505983289938825,7.24709782883729879e-05,0.00626122845493827952,0.00992908259841309565,0.00959421657046465731,0.00527978486354900231,-0.00140972747512444819,-0.00782934598917923129,-0.0112899062195180797,-0.0101463795803641843,-0.00455081417835042669,0.00346667650983489666,0.0106842152533811168,0.0139248396306105339,0.0113971372780890916,0.00358525192023535517,-0.00671220607081222942,-0.0153090252001179834,-0.0182383098406145791,-0.0134572885476243638,-0.00195963870830610917,0.0122262106937493387,0.0232895520753152035,0.0257916794977705796,0.0169830805681513222,-0.0015991719797786132,-0.0239557345684209069,-0.0411011312328925932,-0.0438391239251976761,-0.0259644824624410513,0.0131973001174724297,0.0678586049043379963,0.126882731989763076,0.176704221773823722,0.205183869817001596,0.205183869817001596,0.176704221773823722,0.126882731989763076,0.0678586049043379963,0.0131973001174724297,-0.0259644824624410513,-0.0438391239251976761,-0.0411011312328925932,-0.0239557345684209069,-0.0015991719797786132,0.0169830805681513222,0.0257916794977705796,0.0232895520753152035,0.0122262106937493387,-0.00195963870830610917,-0.0134572885476243638,-0.0182383098406145791,-0.0153090252001179834,-0.00671220607081222942,0.00358525192023535517,0.0113971372780890916,0.0139248396306105339,0.0106842152533811168,0.00346667650983489666,-0.00455081417835042669,-0.0101463795803641843,-0.0112899062195180797,-0.00782934598917923129,-0.00140972747512444819,0.00527978486354900231,0.00959421657046465731,0.00992908259841309565,0.00626122845493827952,7.24709782883729879e-05,-0.00626505983289938825,-0.0103712709040818078,-0.0106855032332132515,-0.00693132401125853576,-0.000126490753063189651,0.00785958219187102639,0.0149576836385855744,0.0195462652672199269,0.0208721018183703824,0.0191322968029594351,0.0152558105615107874,0.0105051434229303312,0.00605336942052002447,0.00268468306234308576,0.000704955774016264441,-0.000811008932719841681"
baseline_taps100__firpm__w230.256__ap0.100,baseline_taps100,firpm,99,100,0.1,230.255965984877,4,4.21707760431856,59.6658728417556,"0.000566935887680786589,0.00301468772049665826,0.00597574637176149538,0.0105706347570823714,0.0157086187867901995,0.0205076597723309606,0.023622447170398353,0.0238773271988182954,0.0206138337778475067,0.0140568290224220901,0.00541301980585607353,-0.00335077741440312996,-0.0100314749213441419,-0.012878811807765931,-0.011217899743367855,-0.00576814460585659862,0.0015010892766695429,0.00797386158180096727,0.0112752229848220135,0.010142741390435011,0.00494704513596994511,-0.00236813712448157281,-0.00894909309073723541,-0.0120943496855343627,-0.0103342787827201028,-0.00410009621087859943,0.00431443372040447512,0.0115409324333864052,0.0144279874954472559,0.0113587979366259091,0.00306109468107662423,-0.00746170219485007332,-0.0159398605837405317,-0.0184763276704748361,-0.0132131222122408038,-0.0013600678763218783,0.0129014162313234038,0.0237363914234599779,0.0258168279951817362,0.0165870804131127252,-0.00222598158787664507,-0.0245221805292313542,-0.0413468907459054319,-0.0436503882115231723,-0.0254259187241083692,0.013844337490598338,0.0683205197725231528,0.126948489088486105,0.176335973346720409,0.204537403336425588,0.204537403336425588,0.176335973346720409,0.126948489088486105,0.0683205197725231528,0.013844337490598338,-0.0254259187241083692,-0.0436503882115231723,-0.0413468907459054319,-0.0245221805292313542,-0.00222598158787664507,0.0165870804131127252,0.0258168279951817362,0.0237363914234599779,0.0129014162313234038,-0.0013600678763218783,-0.0132131222122408038,-0.0184763276704748361,-0.0159398605837405317,-0.00746170219485007332,0.00306109468107662423,0.0113587979366259091,0.0144279874954472559,0.0115409324333864052,0.00431443372040447512,-0.00410009621087859943,-0.0103342787827201028,-0.0120943496855343627,-0.00894909309073723541,-0.00236813712448157281,0.00494704513596994511,0.010142741390435011,0.0112752229848220135,0.00797386158180096727,0.0015010892766695429,-0.00576814460585659862,-0.011217899743367855,-0.012878811807765931,-0.0100314749213441419,-0.00335077741440312996,0.00541301980585607353,0.0140568290224220901,0.0206138337778475067,0.0238773271988182954,0.023622447170398353,0.0205076597723309606,0.0157086187867901995,0.0105706347570823714,0.00597574637176149538,0.00301468772049665826,0.000566935887680786589"
baseline_taps100__firpm__w460.512__ap0.100,baseline_taps100,firpm,99,100,0.1,460.511931969753,8,5.37138234062745,63.6399976398102,"0.00116745889540991821,0.00269888925848872164,0.00504754662899459337,0.00775621789675850267,0.0100890005141158756,0.0110542753929495051,0.00966299631395655528,0.00528621868638621314,-0.00201290459859321865,-0.0112906453385498672,-0.0208061288493102403,-0.0283964755267095761,-0.0320768934539445161,-0.0306957984504582296,-0.0244096972624820857,-0.0147885661419494552,-0.00445413205686353252,0.00368285609723975269,0.00735902145006866147,0.00575191858521227877,-0.000170428103350690231,-0.00791306667925877928,-0.0142911683972789458,-0.0165736076954952627,-0.0135296259472345824,-0.00597750859959050255,0.00341635432122244873,0.0110690728796848346,0.0138401133020531718,0.0103218201988493352,0.00155006173606463279,-0.00919676946518948983,-0.01751590867791087,-0.0195594194498390078,-0.0136657006042382248,-0.00129239841837374162,0.0131916954089198978,0.0239008347699662012,0.0256087098885493664,0.0159619048507152229,-0.00310386022933663991,-0.0253634291615274926,-0.0418748079698490761,-0.0437267743166002421,-0.0251096099810087722,0.0143257202545655337,0.0686800322027268373,0.126967162295668484,0.175963512031611591,0.203908534461591406,0.203908534461591406,0.175963512031611591,0.126967162295668484,0.0686800322027268373,0.0143257202545655337,-0.0251096099810087722,-0.0437267743166002421,-0.0418748079698490761,-0.0253634291615274926,-0.00310386022933663991,0.0159619048507152229,0.0256087098885493664,0.0239008347699662012,0.0131916954089198978,-0.00129239841837374162,-0.0136657006042382248,-0.0195594194498390078,-0.01751590867791087,-0.00919676946518948983,0.00155006173606463279,0.0103218201988493352,0.0138401133020531718,0.0110690728796848346,0.00341635432122244873,-0.00597750859959050255,-0.0135296259472345824,-0.0165736076954952627,-0.0142911683972789458,-0.00791306667925877928,-0.000170428103350690231,0.00575191858521227877,0.00735902145006866147,0.00368285609723975269,-0.00445413205686353252,-0.0147885661419494552,-0.0244096972624820857,-0.0306957984504582296,-0.0320768934539445161,-0.0283964755267095761,-0.0208061288493102403,-0.0112906453385498672,-0.00201290459859321865,0.00528621868638621314,0.00966299631395655528,0.0110542753929495051,0.0100890005141158756,0.00775621789675850267,0.00504754662899459337,0.00269888925848872164,0.00116745889540991821"
baseline_taps100__firpm__w921.024__ap0.100,baseline_taps100,firpm,99,100,0.1,921.023863939506,16,6.97527545615615,67.4254317988182,"0.00061412211702318361,0.00115065961355028334,0.00171570200385524679,0.00178213962343000865,0.000724128826810022889,-0.00208594222457255665,-0.00703394025520547202,-0.0140022106675071461,-0.0221990664198830762,-0.0301732538337961681,-0.0360655672017381537,-0.0380790787937872535,-0.0350488047337829817,-0.0269326468811967104,-0.0150355825557965186,-0.00183139895606962335,0.00962638880054009216,0.0165665418721554041,0.0173795775798634838,0.0122116341501870857,0.00303159570934557381,-0.00691021736580132995,-0.0141032506746084918,-0.0159608210564975775,-0.0117598668814348443,-0.00297656551792374949,0.00715395270029422874,0.0147515250140081641,0.0167180351999010601,0.0119692738351774366,0.00199140385851880476,-0.00954476445284468955,-0.0180450871768314709,-0.0197231230083705564,-0.0131797715928621828,-0.000211270058663411749,0.0145420603119513093,0.0250936554360056338,0.0263108329766479701,0.0160693188194991933,-0.00344099984219357414,-0.0258279543050331656,-0.0421360783767736335,-0.0435890629585615752,-0.0245897525063568621,0.0150214575492885888,0.0692644684504118979,0.12721356002096329,0.175813336374945811,0.20349677505274788,0.20349677505274788,0.175813336374945811,0.12721356002096329,0.0692644684504118979,0.0150214575492885888,-0.0245897525063568621,-0.0435890629585615752,-0.0421360783767736335,-0.0258279543050331656,-0.00344099984219357414,0.0160693188194991933,0.0263108329766479701,0.0250936554360056338,0.0145420603119513093,-0.000211270058663411749,-0.0131797715928621828,-0.0197231230083705564,-0.0180450871768314709,-0.00954476445284468955,0.00199140385851880476,0.0119692738351774366,0.0167180351999010601,0.0147515250140081641,0.00715395270029422874,-0.00297656551792374949,-0.0117598668814348443,-0.0159608210564975775,-0.0141032506746084918,-0.00691021736580132995,0.00303159570934557381,0.0122116341501870857,0.0173795775798634838,0.0165665418721554041,0.00962638880054009216,-0.00183139895606962335,-0.0150355825557965186,-0.0269326468811967104,-0.0350488047337829817,-0.0380790787937872535,-0.0360655672017381537,-0.0301732538337961681,-0.0221990664198830762,-0.0140022106675071461,-0.00703394025520547202,-0.00208594222457255665,0.000724128826810022889,0.00178213962343000865,0.00171570200385524679,0.00115065961355028334,0.00061412211702318361"
baseline_order100__firpm__w1.439__ap0.010,baseline_order100,firpm,100,101,0.01,1.43911552416211,0.25,0.46598945956942,34.5921264352056,"0.00474546049651057133,0.0109337232492366307,0.000263576856014631261,0.0025224804371651666,-0.00164233176121187361,-0.00288609858932618261,-0.00381230154395270898,-0.00258952167252461804,-0.000180890745980511803,0.0026521838660171714,0.00452086663612808002,0.00450322048290123338,0.00237180162771566958,-0.00109503650423732049,-0.00444104535791873742,-0.00609814686698353491,-0.00510628780523038946,-0.00164065768250894412,0.00297557440810392385,0.00672879635800349273,0.00777839468939792601,0.00534527141186558891,0.000150950869209559753,-0.00570653979590507281,-0.00959047092885384478,-0.00947899769710459049,-0.00494080594224255518,0.00244391661442826605,0.00960377753760408535,0.0131958295577483571,0.0110847246252782031,0.00350547902504828694,-0.00676592503613955999,-0.0153384960830429806,-0.0179549225852107495,-0.0124901649735060395,-0.000199338301572307783,0.0143312966600147671,0.0246866618091096252,0.0251972920147667187,0.0135752434637547107,-0.0074727380799479012,-0.0303726662461831498,-0.044796129225532888,-0.0411512913148702197,-0.0142634319955126029,0.034164313675391654,0.0952388886405587387,0.155022768948932521,0.198569515191646284,0.214501313367871593,0.198569515191646284,0.155022768948932521,0.0952388886405587387,0.034164313675391654,-0.0142634319955126029,-0.0411512913148702197,-0.044796129225532888,-0.0303726662461831498,-0.0074727380799479012,0.0135752434637547107,0.0251972920147667187,0.0246866618091096252,0.0143312966600147671,-0.000199338301572307783,-0.0124901649735060395,-0.0179549225852107495,-0.0153384960830429806,-0.00676592503613955999,0.00350547902504828694,0.0110847246252782031,0.0131958295577483571,0.00960377753760408535,0.00244391661442826605,-0.00494080594224255518,-0.00947899769710459049,-0.00959047092885384478,-0.00570653979590507281,0.000150950869209559753,0.00534527141186558891,0.00777839468939792601,0.00672879635800349273,0.00297557440810392385,-0.00164065768250894412,-0.00510628780523038946,-0.00609814686698353491,-0.00444104535791873742,-0.00109503650423732049,0.00237180162771566958,0.00450322048290123338,0.00452086663612808002,0.0026521838660171714,-0.000180890745980511803,-0.00258952167252461804,-0.00381230154395270898,-0.00288609858932618261,-0.00164233176121187361,0.0025224804371651666,0.000263576856014631261,0.0109337232492366307,0.00474546049651057133"
