design_id,design_group,method,order,taps,ap_target_db,stop_weight,ap_db,passband_min_db,passband_max_db,ast_db,transition_width,group_delay_samples,odd_length,meets_spec,coeff_csv
baseline_taps100__firpm__n99__ap0.010,baseline_taps100,firpm,99,100,0.01,5.75646209664843,0.9920314915529,-0.509219155520342,0.482812336032558,40.000061165892,0.03,49.5,0,0,"0.00363001978298443679,-0.00328709086360453109,-0.00505462657369448905,-0.00710157767891485964,-0.00827790828476426647,-0.007789109308178244,-0.00545455688236872772,-0.00182440805899358868,0.00196349922587341335,0.00458198960880701247,0.00504313577395054842,0.00314874419138570696,-0.000345953093744213319,-0.0039643674729547395,-0.00607989411649613627,-0.00560945524579992312,-0.00253295006871082605,0.00200669447455718679,0.0061007140612545389,0.00784780102835162981,0.00619509794410185669,0.00155789419920322053,-0.00430942368392407075,-0.00886894531018102283,-0.00990585873703169438,-0.00654673162007931349,0.000196938776557067582,0.00766559754866492395,0.0125515081500252833,0.0123064470784398933,0.00637971569648585965,-0.00328212044816342252,-0.0127826265459554164,-0.0177571447955903773,-0.0152555721117699199,-0.00525669223209876413,0.0088855192095378642,0.0213923016578807107,0.0261968137322742337,0.0195362544005434936,0.00200498187807215998,-0.0208790744703342378,-0.0399010955848054447,-0.0450519240746169031,-0.0290717255434345991,0.00954624694272787969,0.0652564757381956656,0.126466813400319678,0.178657158240867198,0.208652917056514953,0.208652917056514953,0.178657158240867198,0.126466813400319678,0.0652564757381956656,0.00954624694272787969,-0.0290717255434345991,-0.0450519240746169031,-0.0399010955848054447,-0.0208790744703342378,0.00200498187807215998,0.0195362544005434936,0.0261968137322742337,0.0213923016578807107,0.0088855192095378642,-0.00525669223209876413,-0.0152555721117699199,-0.0177571447955903773,-0.0127826265459554164,-0.00328212044816342252,0.00637971569648585965,0.0123064470784398933,0.0125515081500252833,0.00766559754866492395,0.000196938776557067582,-0.00654673162007931349,-0.00990585873703169438,-0.00886894531018102283,-0.00430942368392407075,0.00155789419920322053,0.00619509794410185669,0.00784780102835162981,0.0061007140612545389,0.00200669447455718679,-0.00253295006871082605,-0.00560945524579992312,-0.00607989411649613627,-0.0039643674729547395,-0.000345953093744213319,0.00314874419138570696,0.00504313577395054842,0.00458198960880701247,0.00196349922587341335,-0.00182440805899358868,-0.00545455688236872772,-0.007789109308178244,-0.00827790828476426647,-0.00710157767891485964,-0.00505462657369448905,-0.00328709086360453109,0.00363001978298443679"
baseline_taps100__firpm__n99__ap0.050,baseline_taps100,firpm,99,100,0.05,28.7822341830567,1.90032110213541,-1.00239564355609,0.897925458579323,48.3598582594687,0.03,49.5,0,0,"-0.00382699244213513361,-0.00478163230050990349,-0.00613645760514544038,-0.00618613976451718502,-0.00437975838834144243,-0.000704674305651151276,0.00420245821823070093,0.00913744079099273153,0.0126732545543409465,0.0136609174794822714,0.0116953761688081866,0.00735374634876624113,0.00208163494434159728,-0.00227423686531577976,-0.00414380549960746344,-0.0028683871519169582,0.000975787547046490233,0.00573071188123695525,0.00926725235898608925,0.00984143230429975965,0.0068620504657914555,0.00123867429976231625,-0.00487844233732037842,-0.00891514751187529736,-0.0089506592239755739,-0.00461732002087194768,0.00258126674236931579,0.00972816342807351214,0.0136103984875070513,0.0120866706152416119,0.00514601093276014724,-0.00483212312467178311,-0.0138199141696547494,-0.0176851674180280131,-0.013975153099380036,-0.00321470969582834118,0.0108870233591779088,0.0225471330650343187,0.0260518640625353667,0.01819704013402524,8.75570346056423962e-05,-0.0224946118573203062,-0.0404726695441913892,-0.0442896828056295946,-0.0272704203495083147,0.0116333549952589346,0.066745491141234542,0.126729725943667437,0.177596849243525035,0.206747009746709232,0.206747009746709232,0.177596849243525035,0.126729725943667437,0.066745491141234542,0.0116333549952589346,-0.0272704203495083147,-0.0442896828056295946,-0.0404726695441913892,-0.0224946118573203062,8.75570346056423962e-05,0.01819704013402524,0.0260518640625353667,0.0225471330650343187,0.0108870233591779088,-0.00321470969582834118,-0.013975153099380036,-0.0176851674180280131,-0.0138199141696547494,-0.00483212312467178311,0.00514601093276014724,0.0120866706152416119,0.0136103984875070513,0.00972816342807351214,0.00258126674236931579,-0.00461732002087194768,-0.0089506592239755739,-0.00891514751187529736,-0.00487844233732037842,0.00123867429976231625,0.0068620504657914555,0.00984143230429975965,0.00926725235898608925,0.00573071188123695525,0.000975787547046490233,-0.0028683871519169582,-0.00414380549960746344,-0.00227423686531577976,0.00208163494434159728,0.00735374634876624113,0.0116953761688081866,0.0136609174794822714,0.0126732545543409465,0.00913744079099273153,0.00420245821823070093,-0.000704674305651151276,-0.00437975838834144243,-0.00618613976451718502,-0.00613645760514544038,-0.00478163230050990349,-0.00382699244213513361"
baseline_taps100__firpm__n99__ap0.100,baseline_taps100,firpm,99,100,0.1,57.5639914962191,2.63182219171454,-1.41521711439598,1.21660507731856,51.4563992669883,0.03,49.5,0,0,"-0.00217759494469574582,-0.0017651912042621952,-0.00118689427274234409,0.000787834585437185118,0.00425116813298902826,0.00876723875113595216,0.0133714562145588259,0.0167669024248330266,0.0177459140270915632,0.015630700397021538,0.010632643846541296,0.00391414629369084797,-0.00268727738644295149,-0.00723113538104044537,-0.00836608548034688086,-0.00586770531020583061,-0.000809664331780482515,0.0047589518789613065,0.0085383901998170586,0.00886315067011368349,0.00540671105444961216,-0.000601336035508137504,-0.00677140672663472699,-0.0104659381830720967,-0.00988735520808316573,-0.00491115939159823649,0.00270928277338801371,0.0099123503473696143,0.0135047721852397315,0.0115176013199462107,0.0041830298845948119,-0.00591512382540936368,-0.0146741421940027109,-0.018048033500547761,-0.0137900376761258339,-0.00265918502196989216,0.0114787375061663286,0.0228313979501246836,0.0258283427395694931,0.0174982280643840304,-0.000835655401871693293,-0.0232833516407002922,-0.0408191217394868883,-0.0440731273391451808,-0.0266122280269374886,0.0124208691485334245,0.0672946993161377405,0.126777772279248885,0.177101049775370389,0.205902940589138717,0.205902940589138717,0.177101049775370389,0.126777772279248885,0.0672946993161377405,0.0124208691485334245,-0.0266122280269374886,-0.0440731273391451808,-0.0408191217394868883,-0.0232833516407002922,-0.000835655401871693293,0.0174982280643840304,0.0258283427395694931,0.0228313979501246836,0.0114787375061663286,-0.00265918502196989216,-0.0137900376761258339,-0.018048033500547761,-0.0146741421940027109,-0.00591512382540936368,0.0041830298845948119,0.0115176013199462107,0.0135047721852397315,0.0099123503473696143,0.00270928277338801371,-0.00491115939159823649,-0.00988735520808316573,-0.0104659381830720967,-0.00677140672663472699,-0.000601336035508137504,0.00540671105444961216,0.00886315067011368349,0.0085383901998170586,0.0047589518789613065,-0.000809664331780482515,-0.00586770531020583061,-0.00836608548034688086,-0.00723113538104044537,-0.00268727738644295149,0.00391414629369084797,0.010632643846541296,0.015630700397021538,0.0177459140270915632,0.0167669024248330266,0.0133714562145588259,0.00876723875113595216,0.00425116813298902826,0.000787834585437185118,-0.00118689427274234409,-0.0017651912042621952,-0.00217759494469574582"
baseline_taps100__kaiser__n99__ap0.010,baseline_taps100,kaiser,99,100,0.01,5.75646209664843,1.979892274156,-1.97882555262434,0.00106672153166212,13.813528032513,0.03,49.5,0,0,"1.54928629552657413e-05,2.93801658371015177e-05,2.93843516310893194e-05,-5.49317198347984744e-07,-6.22076234565432777e-05,-0.000131256148425710177,-0.000159476182333400686,-9.70492206527814318e-05,7.14091283833897958e-05,0.000296468462348916403,0.000463449712674183774,0.000436182430660136966,0.000135288050270057034,-0.000385593225274166935,-0.000915451506577804729,-0.00114931579573802553,-0.000833648034125368748,6.46158806981803215e-05,0.00125824505714410527,0.00219169486045812847,0.00226474443892597495,0.00115400042586239317,-0.000920194373606364967,-0.00314783454797980386,-0.00439415235246628372,-0.00371738045016627725,-0.00092660885143808951,0.00311085966193538855,0.00664258021003572528,0.00771509987081325614,0.0051367163084566226,-0.000715061605799923372,-0.00769569910289534878,-0.0125498926504975603,-0.0122862640013776808,-0.00574369662741639093,0.00538536740434818282,0.0166963830836290052,0.0225641400456523221,0.0185643098262381588,0.00389200364032095403,-0.0173217066389282325,-0.036585175865665738,-0.0435949464756996419,-0.0299995775542634298,0.00699400339231800745,0.0626409196608799651,0.125264304531775811,0.179455831578046593,0.210859863109683965,0.210859863109683965,0.179455831578046593,0.125264304531775811,0.0626409196608799651,0.00699400339231800745,-0.0299995775542634298,-0.0435949464756996419,-0.036585175865665738,-0.0173217066389282325,0.00389200364032095403,0.0185643098262381588,0.0225641400456523221,0.0166963830836290052,0.00538536740434818282,-0.00574369662741639093,-0.0122862640013776808,-0.0125498926504975603,-0.00769569910289534878,-0.000715061605799923372,0.0051367163084566226,0.00771509987081325614,0.00664258021003572528,0.00311085966193538855,-0.00092660885143808951,-0.00371738045016627725,-0.00439415235246628372,-0.00314783454797980386,-0.000920194373606364967,0.00115400042586239317,0.00226474443892597495,0.00219169486045812847,0.00125824505714410527,6.46158806981803215e-05,-0.000833648034125368748,-0.00114931579573802553,-0.000915451506577804729,-0.000385593225274166935,0.000135288050270057034,0.000436182430660136966,0.000463449712674183774,0.000296468462348916403,7.14091283833897958e-05,-9.70492206527814318e-05,-0.000159476182333400686,-0.000131256148425710177,-6.22076234565432777e-05,-5.49317198347984744e-07,2.93843516310893194e-05,2.93801658371015177e-05,1.54928629552657413e-05"
baseline_taps100__kaiser__n99__ap0.050,baseline_taps100,kaiser,99,100,0.05,28.7822341830567,1.979892274156,-1.97882555262434,0.00106672153166212,13.813528032513,0.03,49.5,0,0,"1.54928629552657413e-05,2.93801658371015177e-05,2.93843516310893194e-05,-5.49317198347984744e-07,-6.22076234565432777e-05,-0.000131256148425710177,-0.000159476182333400686,-9.70492206527814318e-05,7.14091283833897958e-05,0.000296468462348916403,0.000463449712674183774,0.000436182430660136966,0.000135288050270057034,-0.000385593225274166935,-0.000915451506577804729,-0.00114931579573802553,-0.000833648034125368748,6.46158806981803215e-05,0.00125824505714410527,0.00219169486045812847,0.00226474443892597495,0.00115400042586239317,-0.000920194373606364967,-0.00314783454797980386,-0.00439415235246628372,-0.00371738045016627725,-0.00092660885143808951,0.00311085966193538855,0.00664258021003572528,0.00771509987081325614,0.0051367163084566226,-0.000715061605799923372,-0.00769569910289534878,-0.0125498926504975603,-0.0122862640013776808,-0.00574369662741639093,0.00538536740434818282,0.0166963830836290052,0.0225641400456523221,0.0185643098262381588,0.00389200364032095403,-0.0173217066389282325,-0.036585175865665738,-0.0435949464756996419,-0.0299995775542634298,0.00699400339231800745,0.0626409196608799651,0.125264304531775811,0.179455831578046593,0.210859863109683965,0.210859863109683965,0.179455831578046593,0.125264304531775811,0.0626409196608799651,0.00699400339231800745,-0.0299995775542634298,-0.0435949464756996419,-0.036585175865665738,-0.0173217066389282325,0.00389200364032095403,0.0185643098262381588,0.0225641400456523221,0.0166963830836290052,0.00538536740434818282,-0.00574369662741639093,-0.0122862640013776808,-0.0125498926504975603,-0.00769569910289534878,-0.000715061605799923372,0.0051367163084566226,0.00771509987081325614,0.00664258021003572528,0.00311085966193538855,-0.00092660885143808951,-0.00371738045016627725,-0.00439415235246628372,-0.00314783454797980386,-0.000920194373606364967,0.00115400042586239317,0.00226474443892597495,0.00219169486045812847,0.00125824505714410527,6.46158806981803215e-05,-0.000833648034125368748,-0.00114931579573802553,-0.000915451506577804729,-0.000385593225274166935,0.000135288050270057034,0.000436182430660136966,0.000463449712674183774,0.000296468462348916403,7.14091283833897958e-05,-9.70492206527814318e-05,-0.000159476182333400686,-0.000131256148425710177,-6.22076234565432777e-05,-5.49317198347984744e-07,2.93843516310893194e-05,2.93801658371015177e-05,1.54928629552657413e-05"
baseline_taps100__kaiser__n99__ap0.100,baseline_taps100,kaiser,99,100,0.1,57.5639914962191,1.979892274156,-1.97882555262434,0.00106672153166212,13.813528032513,0.03,49.5,0,0,"1.54928629552657413e-05,2.93801658371015177e-05,2.93843516310893194e-05,-5.49317198347984744e-07,-6.22076234565432777e-05,-0.000131256148425710177,-0.000159476182333400686,-9.70492206527814318e-05,7.14091283833897958e-05,0.000296468462348916403,0.000463449712674183774,0.000436182430660136966,0.000135288050270057034,-0.000385593225274166935,-0.000915451506577804729,-0.00114931579573802553,-0.000833648034125368748,6.46158806981803215e-05,0.00125824505714410527,0.00219169486045812847,0.00226474443892597495,0.00115400042586239317,-0.000920194373606364967,-0.00314783454797980386,-0.00439415235246628372,-0.00371738045016627725,-0.00092660885143808951,0.00311085966193538855,0.00664258021003572528,0.00771509987081325614,0.0051367163084566226,-0.000715061605799923372,-0.00769569910289534878,-0.0125498926504975603,-0.0122862640013776808,-0.00574369662741639093,0.00538536740434818282,0.0166963830836290052,0.0225641400456523221,0.0185643098262381588,0.00389200364032095403,-0.0173217066389282325,-0.036585175865665738,-0.0435949464756996419,-0.0299995775542634298,0.00699400339231800745,0.0626409196608799651,0.125264304531775811,0.179455831578046593,0.210859863109683965,0.210859863109683965,0.179455831578046593,0.125264304531775811,0.0626409196608799651,0.00699400339231800745,-0.0299995775542634298,-0.0435949464756996419,-0.036585175865665738,-0.0173217066389282325,0.00389200364032095403,0.0185643098262381588,0.0225641400456523221,0.0166963830836290052,0.00538536740434818282,-0.00574369662741639093,-0.0122862640013776808,-0.0125498926504975603,-0.00769569910289534878,-0.000715061605799923372,0.0051367163084566226,0.00771509987081325614,0.00664258021003572528,0.00311085966193538855,-0.00092660885143808951,-0.00371738045016627725,-0.00439415235246628372,-0.00314783454797980386,-0.000920194373606364967,0.00115400042586239317,0.00226474443892597495,0.00219169486045812847,0.00125824505714410527,6.46158806981803215e-05,-0.000833648034125368748,-0.00114931579573802553,-0.000915451506577804729,-0.000385593225274166935,0.000135288050270057034,0.000436182430660136966,0.000463449712674183774,0.000296468462348916403,7.14091283833897958e-05,-9.70492206527814318e-05,-0.000159476182333400686,-0.000131256148425710177,-6.22076234565432777e-05,-5.49317198347984744e-07,2.93843516310893194e-05,2.93801658371015177e-05,1.54928629552657413e-05"
baseline_order100__firpm__n100__ap0.010,baseline_order100,firpm,100,101,0.01,5.75646209664843,0.962069347771534,-0.494322991793043,0.467746355978492,40.2591021651833,0.03,50,1,0,"0.00451309136034740415,-0.00131582665781702544,-0.00326351884183659693,-0.00571260693947261283,-0.00769625359023528785,-0.00829246133815174195,-0.00700306917735488577,-0.00400127737133168949,-0.000162438886053285368,0.00321262290760401196,0.00488372808293452074,0.00420178055957721921,0.0014283051774895872,-0.00228130412309062239,-0.00530166926578234509,-0.0061922379434323823,-0.00434957654022585533,-0.000340015543961128517,0.00423366420020703741,0.00735779454421876377,0.00746080696921997549,0.00417699115925666744,-0.00137015226483910802,-0.00690847704059381271,-0.00992809974872304463,-0.0087700456724714923,-0.00347868440702750427,0.00403596310399087499,0.0106229727704939599,0.0131705846716535686,0.00999939228199387894,0.0018228756020827032,-0.00831884476849906185,-0.016071938598553083,-0.017527312260030941,-0.0110757408919591547,0.00160281967696443949,0.015733616551639875,0.0250716479546030588,0.0243877703516489873,0.0119076960483460812,-0.00927553944069847355,-0.0315173652384154387,-0.0447772189354500513,-0.0399752112594261785,-0.0124327663887520614,0.035856800179713183,0.096051116159660388,0.154598217287733319,0.197091688825463296,0.212610376241486376,0.197091688825463296,0.154598217287733319,0.096051116159660388,0.035856800179713183,-0.0124327663887520614,-0.0399752112594261785,-0.0447772189354500513,-0.0315173652384154387,-0.00927553944069847355,0.0119076960483460812,0.0243877703516489873,0.0250716479546030588,0.015733616551639875,0.00160281967696443949,-0.0110757408919591547,-0.017527312260030941,-0.016071938598553083,-0.00831884476849906185,0.0018228756020827032,0.00999939228199387894,0.0131705846716535686,0.0106229727704939599,0.00403596310399087499,-0.00347868440702750427,-0.0087700456724714923,-0.00992809974872304463,-0.00690847704059381271,-0.00137015226483910802,0.00417699115925666744,0.00746080696921997549,0.00735779454421876377,0.00423366420020703741,-0.000340015543961128517,-0.00434957654022585533,-0.0061922379434323823,-0.00530166926578234509,-0.00228130412309062239,0.0014283051774895872,0.00420178055957721921,0.00488372808293452074,0.00321262290760401196,-0.000162438886053285368,-0.00400127737133168949,-0.00700306917735488577,-0.00829246133815174195,-0.00769625359023528785,-0.00571260693947261283,-0.00326351884183659693,-0.00131582665781702544,0.00451309136034740415"
baseline_order100__firpm__n100__ap0.050,baseline_order100,firpm,100,101,0.05,28.7822341830567,1.79881885214964,-0.94448185926629,0.854336992883345,48.8220824565051,0.03,50,1,0,"-0.00408118922935007435,-0.00607459663830098306,-0.00886137283313277561,-0.0107665920863059556,-0.0109463447594954355,-0.00894892221264245551,-0.00496710303972173074,0.000102892738998613866,0.00487724858683488867,0.00792242795394612273,0.00829377597260764696,0.00593177322424909368,0.0017669634275907487,-0.00255776287526690007,-0.00527202796480273368,-0.0051893490746111005,-0.00220567525597742354,0.00256365855786907983,0.00716806472847924484,0.00958808939187891923,0.00857839370805447803,0.00428141988043249325,-0.0017221627668918384,-0.00695523602678187972,-0.00904111233487040616,-0.00674223570171016227,-0.000618686796424302503,0.00702717489653708997,0.012969269818314276,0.0143655550594946561,0.0100422532282193697,0.00120563627383715646,-0.00879394654116724336,-0.0156546547742632478,-0.0158669240451188333,-0.00835267524796343662,0.00472380092497769275,0.0184030305409094812,0.0266260987931233629,0.0246396350424991084,0.0112358809044353636,-0.0100837510484671957,-0.031613079831122208,-0.0436176562035943474,-0.0375621498960959851,-0.00931612276254913108,0.038817103892257239,0.0980605725570740938,0.155275497915011801,0.196635682372612808,0.211712976647109835,0.196635682372612808,0.155275497915011801,0.0980605725570740938,0.038817103892257239,-0.00931612276254913108,-0.0375621498960959851,-0.0436176562035943474,-0.031613079831122208,-0.0100837510484671957,0.0112358809044353636,0.0246396350424991084,0.0266260987931233629,0.0184030305409094812,0.00472380092497769275,-0.00835267524796343662,-0.0158669240451188333,-0.0156546547742632478,-0.00879394654116724336,0.00120563627383715646,0.0100422532282193697,0.0143655550594946561,0.012969269818314276,0.00702717489653708997,-0.000618686796424302503,-0.00674223570171016227,-0.00904111233487040616,-0.00695523602678187972,-0.0017221627668918384,0.00428141988043249325,0.00857839370805447803,0.00958808939187891923,0.00716806472847924484,0.00256365855786907983,-0.00220567525597742354,-0.0051893490746111005,-0.00527202796480273368,-0.00255776287526690007,0.0017669634275907487,0.00593177322424909368,0.00829377597260764696,0.00792242795394612273,0.00487724858683488867,0.000102892738998613866,-0.00496710303972173074,-0.00894892221264245551,-0.0109463447594954355,-0.0107665920863059556,-0.00886137283313277561,-0.00607459663830098306,-0.00408118922935007435"
baseline_order100__firpm__n100__ap0.100,baseline_order100,firpm,100,101,0.1,57.5639914962191,2.52499370358962,-1.35313019559721,1.17186350799241,51.8069519242559,0.03,50,1,0,"-0.00245327486859237649,-0.00283087694615469015,-0.00319955863424212575,-0.00230064945728386148,0.000257299924379330138,0.00438705142084223031,0.00940227384355873767,0.0141061086330672471,0.0171157016657579319,0.0173215492443379339,0.0143403045310444167,0.00876587382915999629,0.00209679832081808779,-0.00370292653812134354,-0.00686086725014661489,-0.00645930331443625352,-0.00283633703898752585,0.00245286025290283091,0.00717932317685472318,0.0092627317740677801,0.00762293637559306996,0.00268417687221998887,-0.00370313475402401929,-0.00891910065408568244,-0.010629236074455135,-0.00779124190709699471,-0.00122391852894212605,0.00656881439024281991,0.0122995285789414474,0.0132302674623418371,0.0084055662820350114,-0.000737290557950420061,-0.0107066276924445685,-0.017209178317318722,-0.0168946192024286013,-0.00891745129792178605,0.00435163166908508845,0.017867160441486063,0.0256439882351015731,0.023126192694001721,0.009345180911011804,-0.012028339640933472,-0.0332588676962861998,-0.0447391253409233358,-0.0381611405116312197,-0.00962291518300836118,0.0384423413116103813,0.0972859152920678982,0.153940963954964039,0.19482497926413439,0.209716495341243037,0.19482497926413439,0.153940963954964039,0.0972859152920678982,0.0384423413116103813,-0.00962291518300836118,-0.0381611405116312197,-0.0447391253409233358,-0.0332588676962861998,-0.012028339640933472,0.009345180911011804,0.023126192694001721,0.0256439882351015731,0.017867160441486063,0.00435163166908508845,-0.00891745129792178605,-0.0168946192024286013,-0.017209178317318722,-0.0107066276924445685,-0.000737290557950420061,0.0084055662820350114,0.0132302674623418371,0.0122995285789414474,0.00656881439024281991,-0.00122391852894212605,-0.00779124190709699471,-0.010629236074455135,-0.00891910065408568244,-0.00370313475402401929,0.00268417687221998887,0.00762293637559306996,0.0092627317740677801,0.00717932317685472318,0.00245286025290283091,-0.00283633703898752585,-0.00645930331443625352,-0.00686086725014661489,-0.00370292653812134354,0.00209679832081808779,0.00876587382915999629,0.0143403045310444167,0.0173215492443379339,0.0171157016657579319,0.0141061086330672471,0.00940227384355873767,0.00438705142084223031,0.000257299924379330138,-0.00230064945728386148,-0.00319955863424212575,-0.00283087694615469015,-0.00245327486859237649"
baseline_order100__firls__n100__ap0.010,baseline_order100,firls,100,101,0.01,5.75646209664843,1.05961536534378,-0.820942555663724,0.238672809680055,27.6947107404181,0.03,50,1,0,"0.00133087990215950648,0.00141204735516281413,0.000801076147377091175,-0.000392001267904338202,-0.00173258322627738376,-0.00260990623465881533,-0.00250501153263950251,-0.00126534005010975597,0.000750037366617391232,0.0027492150407630732,0.00380992994983102556,0.00329566989629795099,0.00120274744026586142,-0.00173895531198476586,-0.00429699878088307154,-0.00523848422348897023,-0.00390496792260907472,-0.000599721925931076278,0.00342035559342112466,0.00639813449664190185,0.00682307790444103193,0.00416287212118999096,-0.000761546297968256178,-0.0059772579588956553,-0.00911805474948687578,-0.00846244098241029016,-0.0038097247808971434,0.00322782149004950669,0.00972463066412581831,0.0126068055482058232,0.0100385154609863372,0.00243063779301921955,-0.00743270084815511687,-0.0153228060497827435,-0.0172758171605743235,-0.0114282010909115325,0.000815387053882558888,0.0148870144844242599,0.0245678041210193113,0.0244605956672609044,0.012516687371402116,-0.00842245072968324064,-0.030828378742028175,-0.0445791805986607975,-0.0403583682488979009,-0.0132105816620120969,0.035057161634156786,0.0956115608458447674,0.15472813598511867,0.19772875076092733,0.213448936951965262,0.19772875076092733,0.15472813598511867,0.0956115608458447674,0.035057161634156786,-0.0132105816620120969,-0.0403583682488979009,-0.0445791805986607975,-0.030828378742028175,-0.00842245072968324064,0.012516687371402116,0.0244605956672609044,0.0245678041210193113,0.0148870144844242599,0.000815387053882558888,-0.0114282010909115325,-0.0172758171605743235,-0.0153228060497827435,-0.00743270084815511687,0.00243063779301921955,0.0100385154609863372,0.0126068055482058232,0.00972463066412581831,0.00322782149004950669,-0.0038097247808971434,-0.00846244098241029016,-0.00911805474948687578,-0.0059772579588956553,-0.000761546297968256178,0.00416287212118999096,0.00682307790444103193,0.00639813449664190185,0.00342035559342112466,-0.000599721925931076278,-0.00390496792260907472,-0.00523848422348897023,-0.00429699878088307154,-0.00173895531198476586,0.00120274744026586142,0.00329566989629795099,0.00380992994983102556,0.0027492150407630732,0.000750037366617391232,-0.00126534005010975597,-0.00250501153263950251,-0.00260990623465881533,-0.00173258322627738376,-0.000392001267904338202,0.000801076147377091175,0.00141204735516281413,0.00133087990215950648"
